WORD:
á
að
áðr
aðra
aðrar
aðrir
æ
ægi
ægis
ær
æsir
ætt
ættar
ætterni
ættið
ættmenn
æva
ævi
af
afbrýði
afl
afla
afli
afráð
Agnafit
Ái
akrar
alda
aldar
aldna
aldni
aldrdaga
aldri
aldrlokum
aldrnara
aldrteig
Álf
Álfr
álfum
ali
alin
alinn
álitum
alla
allar
allfegin
allgótt
allir
allr
allra
allri
alls
allt
alltrauðr
allvaldr
allvalds
allvígmóðr
almanna
alnar
alnum
alsælan
alsnotrir
alt
alþjóð
Alþjófr
alvitr
ámátt
ámáttkar
ambátta
ambáttar
ambótt
ambóttir
ámunir
an
Án
Ánarr
andskota
andspilli
andsvör
andvani
andvani
andvígr
angan
Angantýr
Angantýs
angrlausa
angrljóð
annan
annarr
annarra
annars
annat
annspjǫll
aptan
aptr
ár
ara
Arasteini
árdaga
arf
ari
Arinbjarnar
Arinbjǫrn
armi
armrar
arna
Arngríms
aroar
árr
árum
árvakr
ása
ask
asklimum
askr
áss
ástgir
ástir
ástvinum
ásum
at
atalt
átfrekir
atgeirs
áþekkjan
Atla
Atli
átt
átta
áttak
áttar
átti
áttu
átu
auð
auðar
auði
auðs
auðskept
auðskœf
auðþeystr
auga
augu
augum
aura
aurgum
auri
Aurnir
aurr
Aurvanga
Aurvangr
ausask
ausinn
austan
austr
Austri
ávarðr
bað
báðar
baðmi
baðmr
báðum
bæði
bægjar
bága
bági
bakka
bál
Baldr
Baldr
Baldri
Baldrs
bana
band
banda
bani
bar
bára
barði
barðisk
barizk
bark
barna
barni
bárum
bárur
batna
batni
bauð
bauga
baugar
baugum
baugvarið
Bávǫrr
bazt
beð
beðgunni
beðit
beið
beiddi
beiddu
beiðendr
beiðir
beittu 
beittum
bekksagnir
Belja
beniar
benjum
bera
bergit
bergja
bergrisa
bergskorar
berið
berjask
berk
berr
berserkir
berserkjanna
betr
betra
betri
beztr
bið
bíða
bíðit
biðja
biðr
bíðum
bil
bili 
binda
birkis
bíta
bítja
bitra
bitrastan
Bívǫrr
bjargi
bjargs
bjartr
bjartr
bjó
bjóða-bjǫrn
bjǫðum
bjǫrnu
bjórsalr
blæju
blæss
bláhvítu
Bláins
blakka
blakkskyndir
blandit
blíðara
blíðliga
Blindr
blindum
blóð
blóðga
blóðgum
blóði
blóðrefill
blóðugri
blóðukt
blœtka
blótaði
blunda
bœ
bœjar
bœkr
bœtr
bógu
bolr
bǫls
bólstri
bólstrverð
bǫlva
bǫlvafult
bǫlvi
bǫlvísi
Bǫmburr
bǫnd
bǫnum
borða
borðþili
borðveggr
borg
borgar
Borghildi
borinn
borna
bornar
bornum
bót
botni
bráa
bráðir
Bragalundi
bragar
bragði
bragi
Bragi
bragnar
bragningr
Brálundi
brand
brann
bratt
brattar
braut
brautar
brautir
bregða
bregði
bregðir
brenn
brenna
brennanda
brenndu
brenni
brennið
brími
Brimir
brimis
brjóst
brjósti
broddi
bróðir
broðr
bróður
brœðr
brœðra
brœðraleysi
brotinn
brotit
brott
brúar
brúðar
brúðir
brúðr
brugðit
brúna
Brunavágum
brunni
brunni
brunnu
brutum
Brynhildar
Brynhildi
Brynhildr
brynja
brynju
brynjur
búa
Buðla
buðlungi
buðlungr
Búi
búnar
bundinn
bur
burar
burir
burr
burrs
Burs
busti
býðr
byggði
byggðir
byggja
Býleipts
býr
byrgðar
byrir
byrjar
byrvind
býskeiðs
dáð
dáða
dáðum
Dag
dag
daga
Dagr
dagsbrún
dagsetri
dala
Danmarkar
daprt
dauða
dauðan
dauðir
deigr 
deila
deili
deyja
dimmi
dís
dísi
dísir
djarfhǫtt
dœma
dœmi
dœtra
dǫgglitir
dǫggu
dǫggvar
dǫglingr
dǫglings
døkkva
dólgar
dólgs
dólgspor
Dólgþrasir
doma
dómar
dóttir
dóttur
Dragðu
drápu
draug
draughúsa
draugum
draumar
draumi
draumþinga
Draupnir
Draupnis
dreginn
dreki
drekka
drekkðu
Drekkr
drengja
drepa
drepr
dreyra
drífr
drógseil
drǫgum
drók
dropi
drótni
drótt
dróttin
dróttir
dróttning
drykkir
dugir
dúni
Durinn
durum
Dvalinn
Dvalins
dverga
dvergar
dý
dyggvar
dylgjur
dyljask
dýrar
dýrkálfr
dyrr
dýrt
dýrum
eða
eðli
ef
efni
efri
efstum
Egða
eggja
eggjar
eggjum
Eggþér
eiða
eiða
eiðar
eiga
eigandi
eigi
eigir
eiguð
eigum
eikikǫstinn
Eikinskjaldi
eimi
ein
eina
eingabarni
eingadóttir
einn
einna
einnættr
einu
Eir
Eiríks
eitr
eitrdala
eitrdropar
eitri
eitt
ek
ekka
ekki
ekr
eld
elda
eldar
eldi
eldr
elgjar
eljun
elli
elligar
elvi
em
Emblu
emjandi
emk
en
enda
endr
endrborin
endrbornir
enga
engan
engi
engr
enn
ennimáni
ens
enskis
eptir
er
ér
era
era
erat
erfi
erfivǫrðu
erindi
erni
ernir
ert
ertu
eru
eruð
erum
eruma
erumka
es
esa
et
eta
etið
etr
ey
eybarmr
eyðimerkr
eyðit
Eyfuru
eyjarskeggja
Eyjólf
eyna
eyrarúnu
eyru
fá
faðir
faðmi
fælast
færðu
fætr
fagna
fagr
Fagrrauðr
fall
falla
falt
fann
fannsk
Far
fara
farar
farir
farit
fastnaði
fátt
fé
féar
fegin
feginslúðri
fegra
fégrimmr
feigð
feigra
feiknalið
feiknfull
feiknstafa
fekk
felask
fell
felldi
felldu
felli
fellr
fellu
fen
fengna
fengnar
fengu
Fenja
Fenris
fens
Fensǫlum
ferr
festr
fet
fífls
Fíli
Fimbultýs
fimm
finna
finnask
finni
finnk
Finnr
fira
firða
firum
fiska
Fjalarr
fjalla
fjándr
fjár
fjarri
fjǫðrum
fjǫl
fjolð
fjǫlmargra
fjónum
fjör
fjǫrðum
Fjǫrgynjar
fjórir
fjǫrs
Fjǫrsunga
fjörvi
fjǫrvi
Fjǫturlundi
fleira
flest
flesta
flestir
flestr
fletjum
fley
Fleygði
fljóð
fljóða
fljóta
fljótt
fljúgandi
flóði
flota
flótta
flugstíg
flugu
flýgr
fnæsti
fnösun
fǫður
fǫðurhefnda
fœdda
fœddi
fœrðum
fœrir
fögrum
fold
fólgin
fólgit
fólgnar
fólk
fólks
fólkvíg
fǫlvan
fór
fǫr
forðask
forði
forðum
fórk
forn
fornar
forneskju
fornu
fornum
forsar
forsi
forskapa
forspell
fóru
förum
fóstbrœðr
fǫstnuð
fóstra
fóstraði
fǫstum
fótlaug
fótum
frá
frægr
frænda
frændgarði
frændr
fráliga
fram
framarr
framgengna
framvísar
fránar
fránir
fránn
Frár
fregn
fregnit
freistið
freka
Frekasteini
Frekasteins
freki
fremst
fremstr
Freyr
friðar
Friðleifs
friðr
Frigg
Friggjar
fróð
Fróða
Fróði
frœða
fróf-at
Frosti
fuglar
full
fullar
fullhugðak
fulli
fullmalit
fullspakr
fullstaðit
fullu
funa
funda
fundi
fundinn
fundr
fundu
fúrþverrǫndum
fylgðu
fylgsni
fylkir
fylkis
fyllisk
fyr
fyrir
fyrr
fyrra
fyrri
fyrst
fyrtelja
fýsir
gæfak
gæfak
gæfi
gær
gæss
gæta
gættusk
gaf
gáfu
gaglviði
gagni
gagns
gakk
galdrs
galga
gamall
gamals
gamans
gamla
ganda
Gandálfr
ganga
gangir
gangs
gangs
gangtǫmum
gap
garð
garði
Garmr
gat
gaukar
Gauta
geð
gef
gefa
gefin
gefit
Gefn
gefna
gefsk
gegnum
geiri
geirlaukr
geir-Njǫrðr
geirnum
geirs
Geirskǫgul
geirum
geisar
geiska
geislar
geisli
geitr
gekk
gelr
gengileysi
gengr
gengu
gengum
gengusk
gerðak
gerðir
gerðit
gerðumk
gerir
Gerskat
geta
getr
Geyr
gífr
gildi
Gimlé
Ginnarr
ginnheilog
ginnunga
gista
gistingar
Giúka
Gjaflaug
gjalda
gjálfrmara
Gjallarhorni
gjarn
gjǫf
gjǫld
gjǫldum
Gjúka
glaða
glaðan
glaðr
glapmáll
glaumi
glepr
glíkir
glóa
gløggvinga
Glói
gnata
Gnipahelli
gnœgðr
gnœgir
gnýr
goð
góða
Godda
Goðheim
goðin
góðir
goðjaðar
Goðþjóðar
Goðþjóðu
goðum
góðum
gœddan
gǫfga
göfgir
gǫfguð
Gǫfumk
gǫgl
gǫgnum
gól
goldit
golli
Gǫndul
gørði
gørðisk
gorðu
gørðusk
gǫrr
gǫrva
gǫrvar
Gothormi
Gotna
gótt
götu
gǫtva
grænask
grætr
grám
grami
grams
grán
Grana
granda
grandat
Granmarr
Granmars
gránstóð
gras
gráserkjat
grasi
grasi
gráta
grátandi
gráti
gráts
greiði
grenjandi
grepps
grét
grið
gríðar
grimmastr
grimmúðgastan
grimmum
grimt
grímu
grímur
grjá
grjótbjǫrg
grjóti
grjóts
grœnn
grœnum
grœtta
gróin
grǫm
grǫn
Grotti
grund
grunlaust
Guðmundr
Guðrún
Guðrúnu
guðvefjum
gullbitli
gulli
Gullinkambi
gullinn
gullnar
Gullrǫnd
gulls
gulluvið
gullvarið
Gullveigu
gumna
Gunnar
Gunnari
Gunnarr
gunnfana
gunni
Gunnr
gýgjar
gylfa
há
háð
hadd
Haddingjaskaði
haddr
háði
Hæmingr
hæri
hærri
hæstan
hætta
hættan
hættlig
hættr
hafa
hafat
hafðak
hafðar
hafði
hafðir
hafðu
hafðú
hafi
hafim
hafir
Hagall
Hagals
Hákonar
halda
haldi
hálfan
Hálfdana
Hálfdanar
halir
hallr
halr
hals
háls
hálsaðir
hálsi
hám
Hamal
Hamall
Hamðir
hamfagrt
hami
hana
hána
Hánarr
handlausum
hani
hann
hans
Hapt
hapta
hár
harðan
harðar
harðara
harðast
harðhuguð
harði
Harðr
harðs
harm
harma
harmdǫgg
harmflaug
harmi
harmr
harms
Hárs
hart
hatar
hatrs
hátt
hattar
hauga-eldrinn
haugar
haugi
hauginn
hauginum
haugr
haugrinn
haugsins
Haugspori
haukar
hávar
heðan
heðra
hef
hefði
hefðir
hefi
hefir
hefisk
hefk
hefna
hefnd
hefndir
hefndu
hefnduð
hefnt
hefr
heiðar
Heiði
Heiðrek
heiðþróaðr
heiðvǫnum
heilan
heilir
heilli
heim
heim
heima
Heimdalar
Heimdallr
heimfǫr
heimi
Heimskr
Heimsks
heimstǫð
heiptir
heiptkviðum
heiptugligr
heita
heitið
heitin
heitinn
heitir
heitrofi
heldr
Heldr
heldr
heldum
helfǫr
Helga
Helgakviðu
helgar
Helgi
helgrind
helgum
heljar
helju
helt
hélu
helveg
helzt
hendi
hendr
hennar
henni
Hepti
her
hér
herbergi
Herborg
herðr
herðum
Herfǫðr
hergauts
heri
Herjafǫðrs
Herjans
Herjans
hermaðr
hermegir
hernaði
hernuma
herr
hersa
hersi
hersis
herskás
herskip
herskipum
hersǫgu
Hervarð
Hervarðr
hervegi
Hervǫr
heslikylfu
hest
hesta
hét
hétu
heyja
heyrði
heyrir
heyrnar
hildi
hildingar
hildingr
hildings
hildingum
hildr
hilmi
hilmir
hilmis
himin
himinjǫður
himinn
himni
hinig
Hinns
hins
hinzta
Hirð
hirða
hirðar
hirðir
hirðum
hiti
hitti
hittusk
hjá
Hjálmarr 
Hjálmars
hjalmi
Hjálmr
hjálmum
hjalp
hjarðarsvein
hjarta
hjor
hjǫr
hjörr
hjǫrþingi
hjǫrum
Hjǫrvarð
Hjörvarði
Hjörvarðr
Hjǫrvarðssyni
hjorvi
hjúfra
Hlaðit
hlaðs
hlæjandi
hlakkar
hlaup
hlautvið
Hlébjǫrgom
Hleiðrar
hlertjǫld
Hléseyju
Hlévangr
hlið
hlífum
Hlínar
hljóð
hljóðs
hljóm
hljóp
hlóðk
hlóðu
hlóðusk
Hlóðynjar
hlustamunnum
hlustum
hlut
hlýð
hlýða
hlynir
hlýr
hné
hneit
Hniflungum
hníga
hnigin
hniginn
hnóf
hnossir
Hǫðbrodd
Hǫðbroddi
Hǫðbroddr
hoddfinnǫndum
hoddvegandi
Hǫðr
hœgri
hœings
Hœnir
hof
hóf
hǫfði
hǫfðingjar
hǫfðu
hǫfðuð
hǫfgahalli
hǫfgi
hǫfnina
hófu
hǫfuð
hǫfuðbaðmi
hǫfuðlausn
hǫfugligr
hǫfum
hǫfundr
hógdrœgt
hǫggum
hǫggvagi
höggvinn en
Hǫgna
Hǫgni
hǫlða
hǫlðum
hǫll
höllu
hollvinum 
hǫltum
hølzti
Homingi
hon
hǫnd
hǫndla
hǫndum
honum
hǫptu
hǫrð
hórdómr
hǫrðum
horfa
hǫrg
horn
Hornbori
hǫrpu
hraðfœra
hraðkvæðr
hræða
hrædda
hræðist
hræðumst
hræjum
hrævi
Hrafn
Hrani
hrapar
hrátt
hraustir af
hraut
hreggbarnir
hrer
hrinda
hring
hringa
hringum
Hróalds
hroða
hróðr
hróðrdeilir
hróðrs
hróðugs
hrœra
hrœrir
Hrollaugs
hrǫnn
Hropts
hrør
hrørs
hrossum
hrosta
Hrungnir
hryggjum
Hrymr
hug
hugaðr
hugar
hugborg
hugðak
hugði
hugðir
hugfastr
huggastu
hugr
hugum
hugumstóri
hulðu
hún
Húna
Húnalands
hunda
Hunding
Hundingr
Hundings
Hundingsbani
Hundland
Húnkonunga
húnskrar
húsa
húsfreyju
húsguma
húsi
húskarlar
húsum
hvaðan
hvar
hvarf
hvárigri
hvárir
hvárki
hvars
hvárt
hvass
hvassa
hvassan
hvassastr
hvassir
hvat
hvatra
hvatta
hvatti
hvé
Hveðrungs
hver
hvera
hverfa
hvergi
hverir
hverja
hverjan
hverju
hverjum
hvern
hverr
hverri
hvers
hvert
hví
hvílask
hvíld
hvílð
hvílu
hvinna
hvít
hvíta
hvítaauri
hvítri
hvítum
Hvǫss
hvǫssu
hygði
hygg
Hyggið
hyggjandi
hyggju
hyggjumk
hylja
hylli
hyrr
í
Iðavelli
Iðavelli
iðgjǫld
iðgnótt
Iði
Iðja
iðjagrœna
iljar
illan
illrar
ills
illu
ilt
imm
in
ina
inar
Ingibjörgu
inn
innan
innfjálgt
inni
inu
inum
it
iþ
íþrótt
ítrar
ítrskapaðr
íviðjur
jaðar
Jari
jarknasteinn
jarla
jarlar
járni
Járnviði
jó
jóa
jóð
jǫfri
jofur
jǫfurs
jói
jolstrum
jóm
Jónakrs
jǫrð
jǫrðu
Jorlum
jǫrmungandr
Jormunrekki
Jormunrekkr
Jǫrovalla
Jórvík
jǫtna
jǫtunheimr
Jǫtunheimum
jǫtunmóði
jǫtunn
jǫtuns
kallaðr
kallar
kallat
kann
kanna
kanntu
Kára
karls
Károljóðum
karskr
kastir
kaustu
kem til
kembði
kendar
kendir
kenna
kenndu
kennir
kennt
kerlingavilla
kerum
keyptir
keyrði
keyrim
keyrit
Kíli
kindir
kindum
kiǫt
Kjóll
kjósa
klæði
klífa
klofnar
klofnir
kná
knætta
knættim
knáttak
knáttu
kné
knega
knegum
knerri
knía
knjám
Knúi
knýr
kœmia
kǫgla
kǫlluð
kom
koma
komak
komin
kominn
komk
komnar
kømr
komsk
kómu
kona
konung
konunga
konungar
konungastefnu
konungborna
konungr
konungs
konur
kǫppum
kostuðu
kulði
kumbl
kundar
kunna
kunni
kuru
kvað
kvaddi
kván
kvánar
kvazk
kveð
kveða
kveðak
kveðit
kveðka
kveina
kvernum
kvik
kvikvan
kvómu
kynda
kyndisk
kynnis
kynvið
kyrrseta
kyssa
kyssti
lá
lægði
lægir
lægjarn
lægra
læti
lætr
lævi
lagði
land
landa
landi
lands
langniðia
langskipum
lastalauss
láta
láti
látið
láttu
látum
lauf
laufgat
lauki
laun
lausasta
léði
legðu
leggisk
leggjum
legi
legvers
leið
leiddar
leiddr
leifðu
leika
leikinn
leikr
leikur
leiptr
Leiptrar
leit
leita
leitaði
leiti
leituðu
lék
léku
lengi
lengr
lengra
lér
lét
létk
léttum
leyfa
lézk
lið
liði
liðin
liðnar
liðnir
liðnum
líf
lifa
lifðu
lifi
lifir
lifna
lifnaði
lifnum
lífs
liggja
liggr
líki
lind
lit
lít
líta
lítast
líti
lítil
lítir
lítit
litr
lítt
líttu
litu
litum
ljóð
ljóðfrǫmuðr
ljóðpundara
ljóma
ljóna
ljóra
ljósa
ljúfan
ló
Lóðurr
Lofars
lofða
lofðunga
lofðungi
lofðungs
lofkǫst
lǫg
loga
Logafjǫllum
lǫgðu
logi
Loka
Loki
lokinn
lǫngum
Lóni
lopt
lopti
loptinu
loptvætt
losnaði
losnar
lǫttu
lúðr
lúðra
lúðri
lundi
lýða
lýðar
lýðir
lýsir
lystir
má
maðr
mæða
mæðir
mæki
mæla
mælir
mælt
mælti
mæltum
mær
mæra
mærðar
mættak
mættir
mæztr
mág
magar
mági
magni
mák
maka
máka
mál
mala
máli
malit
malmrunnr
málrúnar
máls
málþjóns
málvinar
